ACID|ENTITY_CRE_FLG|DEL_FLG|CHRGE_OFF_DATE|CHRGE_OFF_PRINCIPAL|PENDING_INTEREST|PRINCIPAL_RECOVERY|INTEREST_RECOVERY|DATE_NON_ACCRUE|INT_SUSPENSE_AMT|PENAL_INT_SUSPENSE_AMT|LCHG_USER_ID|LCHG_TIME|RCRE_USER_ID|RCRE_TIME|TS_CNT|REASON_CODE|ACCRUED_INT_RECOVERY|WAIVED_ACCRUED_AMT|COLLATERAL_VALUE|CHARGE_OFF_TYPE|MODE_OF_OPER|PROVISION_AMT|DEFERRED_INT_AMT|HLDY_PERD_INT_AMT|EMICAP_DEFERRED_INT|CHRGOFF_NONPASTDUE_FLG|BANK_ID|ACCRUED_PENAL_INT_RECOVERY|PENAL_INT_RECOVERY|COLL_INT_RECOVERY|COLL_PENAL_INT_RECOVERY
014295210|Y|N|2019-08-09 00:00:00.0|1,006,219|52,525|1,006,219|0|2019-08-09 00:00:00.0|52,525|0.28|10379|2019-08-09 20:05:26.0|12479|2019-08-09 13:11:35.0|6|2|0|0|0|F|C|0|0|0|0||01|0|0|0|727
014358745|Y|N|2019-05-24 00:00:00.0|102,717|1,685|102,717|0|2019-05-24 00:00:00.0|1,685|-0.47|13711|2019-05-24 13:49:32.0|10379|2019-05-24 13:44:43.0|5|2|0|0|0|F|C|0|0|0|0||01|0|0|0|0
014517521|Y|N|2019-06-27 00:00:00.0|439,524|6,380|439,524|0|2019-06-27 00:00:00.0|6,380|-0.04|15135|2019-06-27 19:16:45.0|12479|2019-06-27 18:59:42.0|7|2|0|0|0|F|C|0|0|0|0||01|0|0|0|0
014824993|Y|N|2019-07-31 00:00:00.0|1,292|1,781|1,292|0|2019-07-31 00:00:00.0|1,781|-0.16|13711|2019-07-31 16:24:23.0|12479|2019-07-31 14:47:25.0|5|2|0|0|0|F|C|0|0|0|0||01|0|0|0|0
012345486|Y|N||0|0|0|0|2019-07-09 00:00:00.0|1,722.88|0|C10102|2019-08-23 03:32:03.0|13467|2019-07-09 19:36:59.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012386226|Y|N||0|0|0|0|2019-07-09 00:00:00.0|11,596.59|0|C10102|2019-08-23 03:32:14.0|13467|2019-07-09 19:37:32.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013434667|Y|N||0|0|0|0|2019-07-09 00:00:00.0|40,844.08|0|C10102|2019-08-23 03:32:00.0|13467|2019-07-09 19:38:41.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012635033|Y|N||0|0|0|0|2019-07-09 00:00:00.0|11,426|0|C10102|2019-08-23 03:32:03.0|13467|2019-07-09 19:39:14.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012029074|Y|N||0|0|0|0|2019-07-09 00:00:00.0|2,585.02|0|C10102|2019-08-23 03:32:04.0|13467|2019-07-09 19:39:48.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013249412|Y|N||0|0|0|0|2019-07-09 00:00:00.0|448,659.23|0|C10102|2019-08-23 03:32:03.0|13467|2019-07-09 19:40:24.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013249376|Y|N||0|0|0|0|2019-07-09 00:00:00.0|472,434.06|0|C10102|2019-08-23 03:32:03.0|13467|2019-07-09 19:41:08.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013249717|Y|N||0|0|0|0|2019-07-09 00:00:00.0|472,434.06|0|C10102|2019-08-23 03:32:03.0|13467|2019-07-09 19:41:42.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013397914|Y|N||0|0|0|0|2019-07-09 00:00:00.0|423,076.23|0|C10102|2019-08-23 03:32:03.0|13467|2019-07-09 19:42:07.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012878712|Y|N||0|0|0|0|2019-07-09 00:00:00.0|9,835.96|0|C10102|2019-08-23 03:32:37.0|13467|2019-07-09 19:42:30.0|46||0|0|0|||0|0|0|0||01|0|0|14,668|907
012814108|Y|N||0|0|0|0|2019-07-09 00:00:00.0|83,955.26|0|C10102|2019-08-23 03:32:37.0|13467|2019-07-09 19:43:02.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012889731|Y|N||0|0|0|0|2019-07-09 00:00:00.0|9,149.45|0|C10102|2019-08-23 03:32:44.0|13467|2019-07-09 19:43:14.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013150865|Y|N||0|0|0|0|2019-07-09 00:00:00.0|89,449.94|0|C10102|2019-08-23 03:32:21.0|13467|2019-07-09 19:44:09.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012889741|Y|N||0|0|0|0|2019-07-09 00:00:00.0|5,742.08|0|C10102|2019-08-23 03:32:44.0|13467|2019-07-09 19:44:20.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012860955|Y|N||0|0|0|0|2019-07-09 00:00:00.0|6,450.53|0|C10102|2019-08-23 03:32:41.0|13467|2019-07-09 19:45:06.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013358694|Y|N||0|0|0|0|2019-07-09 00:00:00.0|25,742.65|0|C10102|2019-08-23 03:32:45.0|13467|2019-07-09 19:45:15.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013008338|Y|N||0|0|0|0|2019-07-09 00:00:00.0|5,793,034.39|0|C10102|2019-08-23 03:32:42.0|13467|2019-07-09 19:46:15.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012924822|Y|N||0|0|0|0|2019-07-09 00:00:00.0|10,652.68|0|C10102|2019-08-23 03:32:44.0|13467|2019-07-09 19:46:36.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012910258|Y|N||0|0|0|0|2019-07-09 00:00:00.0|857.48|0|C10102|2019-08-23 03:32:44.0|13467|2019-07-09 19:46:49.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
012910024|Y|N||0|0|0|0|2019-07-09 00:00:00.0|5,002.47|0|C10102|2019-08-23 03:32:44.0|13467|2019-07-09 19:47:02.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
013423006|Y|N||0|0|0|0|2019-07-09 00:00:00.0|18,548.82|0|C10102|2019-08-23 03:31:59.0|13467|2019-07-09 19:48:02.0|45||0|0|0|||0|0|0|0||01|0|0|0|0
014738715|Y|N||0|0|0|0|2019-07-09 00:00:00.0|6,734.58|0|C10102|2019-08-23 03:33:26.0|13467|2019-07-09 19:51:09.0|48||0|0|0|||0|0|0|0||01|0|0|2,020|41
015105806|Y|N||0|0|0|0|2019-07-09 00:00:00.0|13,517.86|0|C10102|2019-08-23 03:33:26.0|13467|2019-07-09 19:51:18.0|46||0|0|0|||0|0|0|0||01|0|0|3,957|82
012889734|Y|N||0|0|0|0|2019-08-08 00:00:00.0|6,491.25|0|C10102|2019-08-23 03:32:44.0|10749|2019-08-08 10:10:39.0|15||0|0|0|||0|0|0|0||01|0|0|0|0
012843420|Y|N||0|0|0|0|2019-08-08 00:00:00.0|138,354.73|0|C10102|2019-08-23 03:32:21.0|10749|2019-08-08 10:10:52.0|15||0|0|0|||0|0|0|0||01|0|0|0|0
013383034|Y|N||0|0|0|0|2019-08-08 00:00:00.0|9,454.11|0|C10102|2019-08-23 03:32:45.0|10749|2019-08-08 10:11:23.0|15||0|0|0|||0|0|0|0||01|0|0|0|0
013382302|Y|N||0|0|0|0|2019-08-08 00:00:00.0|32,929.61|0|C10102|2019-08-23 03:32:45.0|10749|2019-08-08 10:11:30.0|15||0|0|0|||0|0|0|0||01|0|0|0|0
014439452|Y|N||0|0|0|0|2019-08-08 00:00:00.0|3,368.62|0|C10102|2019-08-23 03:33:25.0|10749|2019-08-08 10:11:36.0|17||0|0|0|||0|0|0|0||01|0|0|1,483|56
014756813|Y|N||0|0|0|0|2019-08-08 00:00:00.0|1,379.77|0|C10102|2019-08-23 03:33:26.0|10749|2019-08-08 10:11:42.0|16||0|0|0|||0|0|0|0||01|0|0|913|18
014738646|Y|N||0|0|0|0|2019-08-08 00:00:00.0|8,910.33|0|C10102|2019-08-23 03:33:26.0|10749|2019-08-08 10:11:49.0|15||0|0|0|||0|0|0|0||01|0|0|0|0
015916719|Y|N||0|0|0|0|2019-08-19 00:00:00.0|53,216.45|0|C11727|2019-09-03 23:17:15.0|00884|2019-08-19 19:12:32.0|5||0|0|0|||0|0|0|0||01|0|0|0|0
015849282|Y|N||0|0|0|0|2019-08-19 00:00:00.0|26,297.93|0|C11727|2019-09-03 23:17:15.0|01503|2019-08-19 19:15:00.0|5||0|0|0|||0|0|0|0||01|0|0|0|0
014842088|Y|N||0|0|0|0|2019-08-14 00:00:00.0|71.01|0|C10102|2019-08-23 03:34:04.0|10379|2019-08-14 19:06:41.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014842369|Y|N||0|0|0|0|2019-08-14 00:00:00.0|2,510.92|0|C10102|2019-08-23 03:34:16.0|10379|2019-08-14 19:06:47.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014842342|Y|N||0|0|0|0|2019-08-14 00:00:00.0|1,997.2|0|C10102|2019-08-23 03:34:16.0|10379|2019-08-14 19:06:54.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014842344|Y|N||0|0|0|0|2019-08-14 00:00:00.0|2,233.3|0|C10102|2019-08-23 03:34:16.0|10379|2019-08-14 19:07:00.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014842353|Y|N||0|0|0|0|2019-08-14 00:00:00.0|3,403.59|0|C10102|2019-08-23 03:34:16.0|10379|2019-08-14 19:07:10.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014851259|Y|N||0|0|0|0|2019-08-14 00:00:00.0|6,288.54|0|C10102|2019-08-23 03:34:28.0|10379|2019-08-14 19:07:17.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014854939|Y|N||0|0|0|0|2019-08-14 00:00:00.0|1,789.86|0|C10102|2019-08-23 03:34:17.0|10379|2019-08-14 19:07:24.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014863668|Y|N||0|0|0|0|2019-08-14 00:00:00.0|20,278.48|0|C10102|2019-08-23 03:34:48.0|10379|2019-08-14 19:07:31.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014858820|Y|N||0|0|0|0|2019-08-14 00:00:00.0|479.35|0|C10102|2019-08-23 03:34:17.0|10379|2019-08-14 19:07:39.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014860818|Y|N||0|0|0|0|2019-08-14 00:00:00.0|2,890.19|0|C10102|2019-08-23 03:34:17.0|10379|2019-08-14 19:07:46.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014860819|Y|N||0|0|0|0|2019-08-14 00:00:00.0|76.6|0|C10102|2019-08-23 03:34:17.0|10379|2019-08-14 19:07:55.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014862884|Y|N||0|0|0|0|2019-08-14 00:00:00.0|1,468.88|0|C10102|2019-08-23 03:34:17.0|10379|2019-08-14 19:08:01.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014864736|Y|N||0|0|0|0|2019-08-14 00:00:00.0|37.89|0|C10102|2019-08-23 03:34:17.0|10379|2019-08-14 19:08:07.0|11||0|0|0|||0|0|0|0||01|0|0|500|559
014864737|Y|N||0|0|0|0|2019-08-14 00:00:00.0|942.07|0|C10102|2019-08-23 03:34:17.0|10379|2019-08-14 19:08:13.0|11||0|0|0|||0|0|0|0||01|0|0|793|175
014869469|Y|N||0|0|0|0|2019-08-14 00:00:00.0|3,306.38|0|C10102|2019-08-23 03:34:18.0|10379|2019-08-14 19:08:19.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014869601|Y|N||0|0|0|0|2019-08-14 00:00:00.0|14,553.14|0|C10102|2019-08-23 03:33:49.0|10379|2019-08-14 19:08:25.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014869489|Y|N||0|0|0|0|2019-08-14 00:00:00.0|2,606.87|0|C10102|2019-08-23 03:34:18.0|10379|2019-08-14 19:08:31.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014872948|Y|N||0|0|0|0|2019-08-14 00:00:00.0|5,162.7|0|C10102|2019-08-23 03:34:28.0|10379|2019-08-14 19:08:37.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014872949|Y|N||0|0|0|0|2019-08-14 00:00:00.0|581.27|0|C10102|2019-08-23 03:34:28.0|10379|2019-08-14 19:08:42.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014872953|Y|N||0|0|0|0|2019-08-14 00:00:00.0|35.71|0|C10102|2019-08-23 03:34:28.0|10379|2019-08-14 19:08:48.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014874810|Y|N||0|0|0|0|2019-08-14 00:00:00.0|7,845.32|0|C10102|2019-08-23 03:34:12.0|10379|2019-08-14 19:08:55.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014878528|Y|N||0|0|0|0|2019-08-14 00:00:00.0|15,690.07|0|C10102|2019-08-23 03:32:58.0|10379|2019-08-14 19:09:04.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014874813|Y|N||0|0|0|0|2019-08-14 00:00:00.0|22,783.29|0|C10102|2019-08-23 03:33:20.0|10379|2019-08-14 19:09:11.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014874665|Y|N||0|0|0|0|2019-08-14 00:00:00.0|32.44|0|C10102|2019-08-23 03:34:28.0|10379|2019-08-14 19:09:18.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014878448|Y|N||0|0|0|0|2019-08-14 00:00:00.0|16,601.64|0|C10102|2019-08-23 03:33:37.0|10379|2019-08-14 19:09:25.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014878863|Y|N||0|0|0|0|2019-08-14 00:00:00.0|21,932.77|0|C10102|2019-08-23 03:34:54.0|10379|2019-08-14 19:09:34.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014876907|Y|N||0|0|0|0|2019-08-14 00:00:00.0|3,049.1|0|C10102|2019-08-23 03:34:29.0|10379|2019-08-14 19:09:41.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014878121|Y|N||0|0|0|0|2019-08-14 00:00:00.0|5,837.17|0|C10102|2019-08-23 03:33:20.0|10379|2019-08-14 19:09:47.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014878545|Y|N||0|0|0|0|2019-08-14 00:00:00.0|12,470.31|0|C10102|2019-08-23 03:32:28.0|10379|2019-08-14 19:10:03.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014878754|Y|N||0|0|0|0|2019-08-14 00:00:00.0|24,226.2|0|C10102|2019-08-23 03:38:08.0|10379|2019-08-14 19:10:12.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014882092|Y|N||0|0|0|0|2019-08-14 00:00:00.0|41.72|0|C10102|2019-08-23 03:34:29.0|10379|2019-08-14 19:10:19.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014881025|Y|N||0|0|0|0|2019-08-14 00:00:00.0|25.34|0|C10102|2019-08-23 03:34:29.0|10379|2019-08-14 19:10:26.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014881028|Y|N||0|0|0|0|2019-08-14 00:00:00.0|1,310.55|0|C10102|2019-08-23 03:34:29.0|10379|2019-08-14 19:10:33.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014882665|Y|N||0|0|0|0|2019-08-14 00:00:00.0|426|0|C10102|2019-08-23 03:34:29.0|10379|2019-08-14 19:10:44.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014882667|Y|N||0|0|0|0|2019-08-14 00:00:00.0|4,370.91|0|C10102|2019-08-23 03:34:29.0|10379|2019-08-14 19:10:52.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014882681|Y|N||0|0|0|0|2019-08-14 00:00:00.0|2,064.6|0|C10102|2019-08-23 03:34:29.0|10379|2019-08-14 19:10:59.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014886268|Y|N||0|0|0|0|2019-08-14 00:00:00.0|366.29|0|C10102|2019-08-23 03:34:40.0|10379|2019-08-14 19:11:07.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014886270|Y|N||0|0|0|0|2019-08-14 00:00:00.0|1,653.42|0|C10102|2019-08-23 03:34:40.0|10379|2019-08-14 19:11:16.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014886272|Y|N||0|0|0|0|2019-08-14 00:00:00.0|4,228.71|0|C10102|2019-08-23 03:34:40.0|10379|2019-08-14 19:11:26.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014885486|Y|N||0|0|0|0|2019-08-14 00:00:00.0|2,520.12|0|C10102|2019-08-23 03:34:30.0|10379|2019-08-14 19:11:33.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014885491|Y|N||0|0|0|0|2019-08-14 00:00:00.0|296.06|0|C10102|2019-08-23 03:34:39.0|10379|2019-08-14 19:11:39.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014886749|Y|N||0|0|0|0|2019-08-14 00:00:00.0|2,485.53|0|C10102|2019-08-23 03:34:40.0|10379|2019-08-14 19:11:45.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014885494|Y|N||0|0|0|0|2019-08-14 00:00:00.0|3,138.36|0|C10102|2019-08-23 03:34:39.0|10379|2019-08-14 19:11:54.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014886754|Y|N||0|0|0|0|2019-08-14 00:00:00.0|1,982.21|0|C10102|2019-08-23 03:34:40.0|10379|2019-08-14 19:12:01.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014886756|Y|N||0|0|0|0|2019-08-14 00:00:00.0|2,213.4|0|C10102|2019-08-23 03:34:40.0|10379|2019-08-14 19:12:07.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014885454|Y|N||0|0|0|0|2019-08-14 00:00:00.0|532.34|0|C10102|2019-08-23 03:34:30.0|10379|2019-08-14 19:12:13.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014885795|Y|N||0|0|0|0|2019-08-14 00:00:00.0|605.93|0|C10102|2019-08-23 03:34:39.0|10379|2019-08-14 19:12:20.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014885462|Y|N||0|0|0|0|2019-08-14 00:00:00.0|4,276.09|0|C10102|2019-08-23 03:34:30.0|10379|2019-08-14 19:12:28.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014909764|Y|N||0|0|0|0|2019-08-14 00:00:00.0|714.7|0|C10102|2019-08-23 03:34:41.0|10379|2019-08-14 19:12:37.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014909749|Y|N||0|0|0|0|2019-08-14 00:00:00.0|1,974.73|0|C10102|2019-08-23 03:34:41.0|10379|2019-08-14 19:12:43.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014911889|Y|N||0|0|0|0|2019-08-14 00:00:00.0|18.22|0|C10102|2019-08-23 03:34:41.0|10379|2019-08-14 19:12:52.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014911902|Y|N||0|0|0|0|2019-08-14 00:00:00.0|6,450.85|0|C10102|2019-08-23 03:34:48.0|10379|2019-08-14 19:13:02.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014912288|Y|N||0|0|0|0|2019-08-14 00:00:00.0|22,674.5|0|C10102|2019-08-23 03:33:20.0|10379|2019-08-14 19:13:09.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014913595|Y|N||0|0|0|0|2019-08-14 00:00:00.0|44,268.59|0|C10102|2019-08-23 03:33:35.0|10379|2019-08-14 19:13:15.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014915466|Y|N||0|0|0|0|2019-08-14 00:00:00.0|7,271.8|0|C10102|2019-08-23 03:34:52.0|10379|2019-08-14 19:13:22.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
014916666|Y|N||0|0|0|0|2019-08-14 00:00:00.0|61.13|0|C10102|2019-08-23 03:34:52.0|10379|2019-08-14 19:13:29.0|9||0|0|0|||0|0|0|0||01|0|0|0|0
013933632|Y|N||0|0|0|0|2019-06-24 00:00:00.0|0|0.5|C5121|2019-08-01 05:19:09.0|04907|2019-06-24 19:21:40.0|43||0|0|0|||0|0|0|0||01|0|0|29|20
013935852|Y|N||0|0|0|0|2019-06-24 00:00:00.0|113,156.38|0|C10102|2019-08-23 03:32:56.0|04907|2019-06-24 19:21:50.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013932514|Y|N||0|0|0|0|2019-06-24 00:00:00.0|23,635.98|0|C10102|2019-08-23 03:32:41.0|04907|2019-06-24 19:22:00.0|61||0|0|0|||0|0|0|0||01|0|0|3,145|422
013940699|Y|N||0|0|0|0|2019-06-24 00:00:00.0|402.41|0|C10102|2019-08-23 03:33:08.0|04907|2019-06-24 19:22:10.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013943467|Y|N||0|0|0|0|2019-06-24 00:00:00.0|0|-0.11|C5121|2019-08-01 05:19:09.0|04907|2019-06-24 19:22:19.0|43||0|0|0|||0|0|0|0||01|0|0|16|1
013949369|Y|N||0|0|0|0|2019-06-24 00:00:00.0|0|0|11536|2019-06-28 11:05:03.0|04907|2019-06-24 19:22:29.0|7||0|0|0|||0|0|0|0||01|0|0|277|33
013953282|Y|N||0|0|0|0|2019-06-24 00:00:00.0|1,621.88|0|C10102|2019-08-23 03:33:08.0|04907|2019-06-24 19:22:38.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013953583|Y|N||0|0|0|0|2019-06-24 00:00:00.0|21,679.15|0|C10102|2019-08-23 03:34:00.0|04907|2019-06-24 19:22:47.0|62||0|0|0|||0|0|0|0||01|0|0|3,423|362
013949370|Y|N||0|0|0|0|2019-06-24 00:00:00.0|2,550.38|0|C10102|2019-08-23 03:33:08.0|04907|2019-06-24 19:22:58.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
014025458|Y|N||0|0|0|0|2019-06-24 00:00:00.0|10,143.91|0|C10102|2019-08-23 03:33:16.0|04907|2019-06-24 19:23:08.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013963530|Y|N||0|0|0|0|2019-06-24 00:00:00.0|299.64|0|C10102|2019-08-23 03:34:00.0|04907|2019-06-24 19:23:18.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013960599|Y|N||0|0|0|0|2019-06-24 00:00:00.0|7,115.18|0|C10102|2019-08-23 03:34:29.0|04907|2019-06-24 19:23:29.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013960287|Y|N||0|0|0|0|2019-06-24 00:00:00.0|31,586.09|0|C10102|2019-08-23 03:33:17.0|04907|2019-06-24 19:23:38.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013965107|Y|N||0|0|0|0|2019-06-24 00:00:00.0|1,868.8|0|C10102|2019-08-23 03:33:00.0|04907|2019-06-24 19:23:46.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013970064|Y|N||0|0|0|0|2019-06-24 00:00:00.0|24,978.38|0|C10102|2019-08-23 03:33:17.0|04907|2019-06-24 19:23:57.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013970580|Y|N|2019-07-19 00:00:00.0|965,187|69,552|965,187|0|2019-06-24 00:00:00.0|69,552|-0.06|10379|2019-07-19 20:16:01.0|04907|2019-06-24 19:24:07.0|36|2|0|0|5,150,000|F|C|0|0|0|0||01|0|0|368,313|0
014129193|Y|N|2019-07-19 00:00:00.0|174,456|10,362|174,456|0|2019-06-24 00:00:00.0|10,362|0.1|10379|2019-07-19 20:14:52.0|04907|2019-06-24 19:24:18.0|35|2|0|0|1,100,000|F|C|0|0|0|0||01|0|0|49,794|0
013973642|Y|N||0|0|0|0|2019-06-24 00:00:00.0|228,373.63|0|C10102|2019-08-23 03:33:07.0|04907|2019-06-24 19:24:29.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013973651|Y|N||0|0|0|0|2019-06-24 00:00:00.0|119,066.51|0|C10102|2019-08-23 03:33:07.0|04907|2019-06-24 19:24:39.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013970027|Y|N||0|0|0|0|2019-06-24 00:00:00.0|2,316.78|0|C10102|2019-08-23 03:33:00.0|04907|2019-06-24 19:24:49.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013972645|Y|N||0|0|0|0|2019-06-24 00:00:00.0|184,906.57|0|C10102|2019-08-23 03:32:57.0|04907|2019-06-24 19:24:58.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013970983|Y|N||0|0|0|0|2019-06-24 00:00:00.0|13,188.34|0|C10102|2019-08-23 03:34:28.0|04907|2019-06-24 19:25:09.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013976908|Y|N||0|0|0|0|2019-06-24 00:00:00.0|29,716.38|0|C10102|2019-08-23 03:34:43.0|04907|2019-06-24 19:25:20.0|66||0|0|0|||0|0|0|0||01|0|0|19,933|9,818
013975931|Y|N||0|0|0|0|2019-06-24 00:00:00.0|21,532.94|0|C10102|2019-08-23 03:34:28.0|04907|2019-06-24 19:25:30.0|61||0|0|0|||0|0|0|0||01|0|0|418|2,584
013976778|Y|N||0|0|0|0|2019-06-24 00:00:00.0|32,432.62|0|C10102|2019-08-23 03:33:09.0|04907|2019-06-24 19:25:40.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013975895|Y|N||0|0|0|0|2019-06-24 00:00:00.0|15,831.27|0|C10102|2019-08-23 03:32:54.0|04907|2019-06-24 19:25:50.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013983507|Y|N||0|0|0|0|2019-06-24 00:00:00.0|3,026.32|0|C10102|2019-08-23 03:33:00.0|04907|2019-06-24 19:26:00.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013986990|Y|N||0|0|0|0|2019-06-24 00:00:00.0|517.79|0|C10102|2019-08-23 03:33:09.0|04907|2019-06-24 19:26:12.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013991077|Y|N||0|0|0|0|2019-06-24 00:00:00.0|524.19|0|C10102|2019-08-23 03:33:09.0|04907|2019-06-24 19:26:23.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
014477432|Y|N||0|0|0|0|2019-06-24 00:00:00.0|5,047.72|0|C10102|2019-08-23 03:34:40.0|04907|2019-06-24 19:26:32.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013995909|Y|N||0|0|0|0|2019-06-24 00:00:00.0|330.37|0|C10102|2019-08-23 03:33:09.0|04907|2019-06-24 19:26:41.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013997893|Y|N||0|0|0|0|2019-06-24 00:00:00.0|3,289.55|0|C10102|2019-08-23 03:33:17.0|04907|2019-06-24 19:26:50.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
014002312|Y|N||0|0|0|0|2019-06-24 00:00:00.0|517.32|0|C10102|2019-08-23 03:33:02.0|04907|2019-06-24 19:26:59.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013998836|Y|N||0|0|0|0|2019-06-24 00:00:00.0|40,355.75|0|C10102|2019-08-23 03:34:29.0|04907|2019-06-24 19:27:10.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
013997347|Y|N||0|0|0|0|2019-06-24 00:00:00.0|838.33|0|C10102|2019-08-23 03:33:09.0|04907|2019-06-24 19:27:19.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
014003874|Y|N||0|0|0|0|2019-06-24 00:00:00.0|23,698.62|0|C10102|2019-08-23 03:33:17.0|04907|2019-06-24 19:27:29.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
014009691|Y|N||0|0|0|0|2019-06-24 00:00:00.0|65,398.85|0|C10102|2019-08-23 03:34:19.0|04907|2019-06-24 19:27:39.0|60||0|0|0|||0|0|0|0||01|0|0|0|0
